,home_victory,home_runs,away_runs,last_week_home_win_rate_ratio,last_year_home_st_ERA,last_3_week_home_st_ERA,last_week_home_re_ERA,last_week_home_runs_ave,last_year_away_st_ERA,last_3_week_away_st_ERA,last_week_away_re_ERA,last_week_away_runs_ave,last_week_home_team_OPS,last_week_away_team_OPS,last_week_home_OPS_ratio,last_year_home_win_rate,last_year_away_win_rate,last_year_home_st_ERA_ratio,last_3_week_home_st_ERA_ratio,last_year_home_st_APP,last_year_home_st_IP,last_year_away_st_APP,last_year_away_st_IP,home_st_pitching_interval,away_st_pitching_interval,this_year_home_st_IP_div_match,this_year_away_st_IP_div_match
277,1,9,8,0.33333366666599995,4.0,4.0,3.6818181818181817,5.333333333333333,6.75,0.75,4.628571428571429,3.8333333333333335,0.6916966012710694,0.7571428571428571,0.47741424852432135,0.539,0.496,0.3720930470524564,0.8421051191136341,0.0,0.0,4.0,13.0,21.0,7.0,0.10204081632653061,0.25
278,0,1,4,0.29411801037998164,2.12,4.05,3.2586206896551726,3.3333333333333335,2.89,0.0,0.8999999999999999,5.0,0.6426722376129705,0.7389455782312926,0.46515919977497816,0.446,0.43700000000000006,0.42315372329192685,0.9999997530865417,23.0,140.0,12.0,71.66666666666667,6.0,7.0,0.9652777777777777,0.9513888888888888
279,1,9,3,0.7692301479304279,4.64,3.5660377358490565,3.9078947368421053,5.5,2.71,1.2857142857142856,4.5,1.4,0.7573286849602638,0.5936904308044224,0.5605610432326197,0.493,0.528,0.6312924812809575,0.7349999031278176,15.0,87.0,13.0,66.0,7.0,7.0,0.9930555555555555,1.2
280,1,7,0,0.9999987500031251,2.84,2.25,1.5882352941176472,3.0,6.0,6.0,2.511627906976744,1.0,0.712527291712812,0.5195130683852488,0.5783311284186343,0.5,0.40700000000000003,0.3212670087631202,0.2727273278236781,23.0,133.0,5.0,18.0,7.0,21.0,1.210144927536232,0.0
281,1,5,2,0.5999998000004,4.0,5.225806451612903,4.8,8.2,4.28,0.6428571428571428,7.132075471698113,5.2,0.903156146179402,0.7166137566137566,0.5575829904123939,0.647,0.433,0.4830917915237218,0.8904592308917894,0.0,0.0,18.0,80.0,7.0,7.0,1.2093023255813953,0.5116279069767442
282,1,6,5,0.400000239999424,3.11,5.294117647058823,5.4,5.0,2.4,2.076923076923077,4.973684210526316,4.666666666666667,0.6877032425903559,0.7992961355793213,0.46247715546245777,0.539,0.496,0.5644282887737608,0.718231984985551,27.0,168.0,28.0,199.0,7.0,7.0,1.1333333333333335,1.0816326530612246
283,1,3,2,0.8064510197722198,4.5,5.510204081632653,2.131578947368421,6.5,3.21,3.21,7.243902439024391,2.0,0.838618796503648,0.6411666268228544,0.5667164869204241,0.493,0.528,0.5836575658475834,0.6318893189048346,7.0,16.0,11.0,56.0,7.0,21.0,0.3537414965986394,0.0
284,0,1,2,0.5555554732511507,4.0,6.136363636363637,1.7999999999999998,5.5,1.8,5.25,2.454545454545454,4.6,0.7670752287059242,0.706276489653453,0.5206327987726421,0.56,0.514,0.6896551070154804,0.5389221488519979,0.0,0.0,1.0,5.0,7.0,8.0,0.4855072463768116,1.1205673758865249
285,1,4,0,0.9999987500031251,3.07,3.0566037735849054,1.6875,3.8,3.44,3.5999999999999996,4.05,0.5,0.757340933107048,0.5074745547073791,0.5987758217727996,0.5,0.40700000000000003,0.4715821899901106,0.45918368573279283,8.0,44.0,16.0,86.0,7.0,15.0,0.5673758865248227,0.8787878787878786
286,1,4,3,0.7499993750015626,3.24,2.571428571428571,4.0212765957446805,8.0,3.19,1.956521739130435,6.406779661016949,3.6,0.8431423386051335,0.6384832938700342,0.5690657073721116,0.647,0.433,0.5038880236740206,0.5679012045758739,24.0,155.0,16.0,93.0,20.0,6.0,0.25,1.2803030303030303
287,0,0,1,0.3333339999973334,1.91,0.0,6.319148936170213,2.0,4.35,1.5,5.704225352112676,5.0,0.6302408177408176,0.8359803492715098,0.42984021232283764,0.528,0.496,0.30511188335083594,6.666657777789629e-07,25.0,179.0,5.0,20.333333333333332,7.0,7.0,1.425531914893617,0.9466666666666668
288,1,6,1,0.48979593086212553,3.27,4.790322580645161,0.8999999999999999,5.6,2.55,3.5999999999999996,2.076923076923077,5.833333333333333,0.797832512315271,0.8261270471265059,0.4912884115103947,0.43700000000000006,0.493,0.561855648846856,0.5709342391467788,21.0,134.33333333333334,26.0,169.33333333333334,7.0,7.0,1.2448979591836735,0.86
289,1,6,5,0.4444445679009602,3.18,1.6363636363636362,3.5,3.4,4.76,1.7999999999999998,5.062499999999999,5.0,0.6232142857142857,0.727677273642076,0.4613355390355825,0.446,0.539,0.4005038033995458,0.47619049004786296,22.0,133.0,14.0,79.0,7.0,7.0,0.42857142857142855,0.8300653594771242
290,1,3,2,1.999992000032e-06,3.56,5.3999999999999995,3.2399999999999998,0.4,3.84,3.2727272727272725,0.7297297297297298,3.75,0.47381056307289393,0.6578054298642534,0.41870260409019383,0.40700000000000003,0.56,0.481081086194301,0.6226414811518597,16.0,96.0,26.0,159.0,10.0,9.0,1.0592592592592591,0.8297872340425532
291,0,0,1,0.5,3.39,2.25,1.6875,4.8,4.82,4.153846153846154,2.1599999999999997,7.6,0.671059330917368,0.8716432618871643,0.43498943610214985,0.514,0.647,0.41291110525917046,0.35135139777614,28.0,188.33333333333334,6.0,28.0,8.0,8.0,1.3194444444444444,0.48148148148148145
292,0,4,6,1.999992000032e-06,4.0,5.0,6.75,1.6666666666666667,3.51,1.5,5.303571428571428,5.0,0.5849904724678752,0.8285621464607857,0.4138441432136022,0.528,0.496,0.5326231604199306,0.769230686390558,0.0,0.0,15.0,77.0,7.0,7.0,1.0763888888888888,0.11764705882352941
293,1,3,1,0.599999880000144,4.0,1.3846153846153846,0.84375,6.2,4.0,2.25,4.584905660377359,5.333333333333333,0.8497396546999177,0.8434968979131415,0.5018434390567408,0.43700000000000006,0.493,0.5,0.38095244646002946,0.0,0.0,0.0,0.0,7.0,7.0,1.0333333333333334,0.35947712418300654
294,0,6,9,0.6428568367353499,4.0,4.263157894736842,2.8421052631578947,4.6,3.24,4.609756097560975,5.238805970149253,4.833333333333333,0.6934848484848485,0.6972589329417523,0.49864314171046215,0.446,0.539,0.552486173346361,0.4804687544024422,0.0,0.0,9.0,50.0,7.0,7.0,0.7733333333333334,0.7115384615384616
295,0,1,7,0.29411837369985755,0.0,0.0,2.8928571428571423,0.8333333333333334,3.51,2.25,1.2272727272727273,3.4,0.5152200740436035,0.666272763082144,0.4360754952158615,0.40700000000000003,0.56,2.8490012256403276e-07,4.444440493830672e-07,1.0,6.0,26.0,148.33333333333334,21.0,7.0,0.2463768115942029,0.986111111111111
296,0,2,10,0.48979593086212553,3.74,5.74468085106383,0.6428571428571428,4.0,0.4,2.7931034482758617,2.0377358490566038,6.5,0.6335230866540165,0.8308783415166394,0.4326157257613573,0.514,0.647,0.9033814476418126,0.6728537878147783,23.0,144.0,4.0,22.333333333333332,8.0,7.0,1.2312925170068028,0.9927536231884059
297,1,8,6,1.2499968750078125e-06,3.35,18.0,5.491525423728814,3.0,4.0,9.0,2.076923076923077,4.2,0.6115339578454333,0.7725181216514341,0.44184316970770277,0.433,0.5,0.4557823249571905,0.6666666543209886,25.0,161.0,0.0,0.0,17.0,7.0,0.9185185185185184,0.1388888888888889
298,1,2,1,1.999992000032e-06,3.19,5.294117647058823,5.522727272727273,1.6666666666666667,2.97,5.4,5.499999999999999,5.333333333333333,0.5273004963726613,0.8281593406593406,0.3890196389199335,0.528,0.496,0.5178571370593711,0.49504950587632995,26.0,163.33333333333334,29.0,193.33333333333334,7.0,7.0,1.1904761904761905,1.1346153846153846
299,0,0,6,0.599999880000144,4.49,2.8636363636363633,0.8181818181818181,6.0,10.8,6.3,3.634615384615384,5.0,0.8843137254901962,0.8240536013400335,0.5176367585599907,0.43700000000000006,0.493,0.29365601129417773,0.3125000409226101,20.0,114.0,1.0,3.3333333333333335,7.0,7.0,0.6862745098039216,0.19230769230769232
300,1,6,1,0.4444445679009602,0.94,2.6999999999999997,4.090909090909091,4.6,4.0,6.75,4.846153846153846,6.166666666666667,0.6843935566418424,0.7845581395348837,0.4659061005362729,0.446,0.539,0.19028352620100153,0.28571433106575006,8.0,48.0,0.0,0.0,7.0,7.0,0.5294117647058824,1.0251572327044025
301,0,3,12,0.29411837369985755,6.75,8.399999999999999,4.0,0.8333333333333334,2.24,4.0,1.2857142857142856,3.8,0.529990860425643,0.704382183908046,0.4293603646470833,0.40700000000000003,0.56,0.7508342044862726,0.6774193262226892,4.0,20.0,22.0,160.33333333333334,7.0,7.0,1.1418439716312059,1.2040816326530615
302,0,4,6,0.37500015624980465,6.32,3.75,2.3684210526315788,2.4,3.17,1.6363636363636362,1.0799999999999998,7.666666666666667,0.574122577265584,0.894294757344587,0.39098052286205104,0.514,0.647,0.6659641378368519,0.6962024587940236,12.0,62.666666666666664,25.0,164.33333333333334,7.0,7.0,0.36,1.24822695035461
303,0,3,5,0.2500006249984375,2.48,7.043478260869565,4.418181818181818,4.0,4.22,3.375,4.5,4.6,0.7029854724776756,0.7575757575757576,0.48131188067477154,0.433,0.5,0.3701492924927485,0.6760563042312363,20.0,130.33333333333334,27.0,134.0,5.0,7.0,1.2318840579710146,1.1768707482993197
304,0,4,8,0.4444445679009602,4.79,1.8243243243243241,2.769230769230769,4.6,4.0,7.199999999999999,5.641791044776118,5.833333333333333,0.7904098360655738,0.7585090030742205,0.5102977742232995,0.56,0.539,0.5449374186718047,0.20215640024086964,18.0,103.0,0.0,0.0,7.0,6.0,1.02,0.16666666666666666
305,1,9,1,0.25000074999775,2.91,4.0,5.3999999999999995,1.3333333333333333,3.72,2.6341463414634143,5.837837837837837,4.666666666666667,0.554932211313698,0.7751703741802751,0.41721008391815695,0.40700000000000003,0.496,0.4389140455764568,0.6029411454368606,28.0,194.33333333333334,27.0,159.33333333333334,7.0,7.0,1.298611111111111,1.0943396226415094
306,0,2,5,0.5,4.0,5.926829268292683,4.153846153846154,5.2,5.19,3.8571428571428568,0.75,3.8,0.7584113658379077,0.7623623011015912,0.498701011416237,0.5,0.43700000000000006,0.4352557268213869,0.605769209148317,0.0,0.0,15.0,60.666666666666664,7.0,7.0,0.34,0.8717948717948717
307,1,5,0,0.37500023437456054,3.27,1.3499999999999999,3.0483870967741935,2.2,1.85,1.125,4.5,4.333333333333333,0.5751533742331288,0.7569573283858998,0.4317609438182086,0.514,0.493,0.63867182083132,0.5454545087236293,27.0,178.33333333333334,28.0,194.0,7.0,7.0,1.026143790849673,1.069182389937107
308,0,2,3,0.5454542975220135,2.38,5.3999999999999995,6.0,4.4,2.71,2.8421052631578947,5.926829268292684,1.8333333333333333,0.7646425972217827,0.5054883197298058,0.6020187265868495,0.433,0.528,0.46758350979036944,0.6551723761395256,24.0,162.33333333333334,13.0,66.0,9.0,6.0,1.0070921985815604,1.1866666666666665
309,1,5,2,0.7142854081637026,2.52,6.157894736842105,1.0588235294117647,8.0,4.0,4.0,4.21875,4.8,0.922625807532627,0.7610699258665599,0.5479765668051865,0.647,0.446,0.3865031022996619,0.6062175956670018,15.0,93.0,0.0,0.0,7.0,21.0,1.236111111111111,0.0
310,1,5,2,0.37500023437456054,4.0,3.5999999999999996,4.2,5.2,3.31,2.769230769230769,6.517241379310345,6.333333333333333,0.8364527629233511,0.8439637738503474,0.4977651341906522,0.56,0.539,0.547195609522405,0.5652173708254632,0.0,0.0,25.0,146.33333333333334,18.0,14.0,0.6862745098039216,0.7393939393939395
311,0,3,5,0.5,4.0,4.0,5.192307692307692,2.6666666666666665,4.0,4.0,9.529411764705882,3.6666666666666665,0.6443524269611226,0.672286617492097,0.4893918569980677,0.40700000000000003,0.496,0.5,0.5,0.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0
312,1,7,0,0.4285715306120991,2.84,1.3499999999999999,3.4615384615384617,4.8,2.89,0.42857142857142855,1.7419354838709677,3.6,0.7285943576763998,0.7449919124051263,0.4944361741617546,0.5,0.43700000000000006,0.49563699977766146,0.7590358532930163,23.0,133.0,12.0,71.66666666666667,7.0,7.0,1.2287581699346404,0.9937106918238994
313,0,2,4,0.4444445679009602,4.0,3.857142857142857,2.8928571428571423,2.6,4.64,3.7058823529411766,5.0625,3.3333333333333335,0.5897366369521744,0.6679369560103505,0.4689107255269745,0.514,0.493,0.46296297153634913,0.5099999973555562,0.0,0.0,15.0,87.0,11.0,7.0,0.07051282051282053,1.0432098765432098
314,0,0,1,0.3750004687482423,4.28,4.153846153846154,1.7608695652173916,3.6,5.01,5.906249999999999,4.609756097560976,2.3333333333333335,0.6974073830361256,0.5788924239411414,0.5464291220789533,0.433,0.528,0.4607104497932294,0.4129032431217448,18.0,80.0,5.0,23.333333333333332,7.0,8.0,0.4791666666666667,0.27450980392156865
315,0,0,5,0.7142854081637026,4.0,3.4838709677419355,0.5,5.166666666666667,2.12,4.263157894736842,6.23076923076923,4.2,0.8287656771251215,0.777892184541801,0.5158320865310237,0.647,0.446,0.6535947210474767,0.4497041549963852,0.0,0.0,23.0,140.0,7.0,7.0,1.183673469387755,1.0251572327044025
316,1,8,6,0.5,4.0,4.263157894736842,3.5,5.166666666666667,4.76,3.5999999999999996,4.868852459016394,5.166666666666667,0.8595818040262485,0.805988455988456,0.5160885881924067,0.56,0.539,0.456621014470088,0.5421686639731644,0.0,0.0,14.0,79.0,7.0,6.0,0.532051282051282,0.8452380952380952
317,0,0,3,0.400000239999424,3.44,3.8571428571428563,4.959183673469387,3.1666666666666665,2.4,3.5999999999999996,10.241379310344827,3.1666666666666665,0.664432157361648,0.6148301737756714,0.5193869476098301,0.40700000000000003,0.496,0.5890410653968954,0.5172413746862213,16.0,86.0,28.0,199.0,7.0,7.0,0.9666666666666667,1.0909090909090908
318,1,4,1,0.5,3.07,1.2857142857142856,3.4615384615384617,4.8,3.27,3.0422535211267605,3.4838709677419355,2.8,0.7543358878098725,0.6584754092804121,0.5339254360178486,0.5,0.43700000000000006,0.48422713431320685,0.29707122348266096,8.0,44.0,21.0,134.33333333333334,7.0,6.0,0.685897435897436,1.2839506172839505
319,1,13,4,0.400000239999424,1.8,2.25,3.176470588235294,2.5,4.5,4.695652173913043,4.108695652173913,2.5,0.6034344860032934,0.6039912985907501,0.4997694216097746,0.514,0.493,0.28571435374147497,0.32394371266722516,1.0,5.0,7.0,16.0,7.0,7.0,1.0566037735849056,0.45454545454545453
320,0,2,4,0.2857148979574345,3.19,3.8571428571428568,1.7608695652173916,3.2,3.21,4.5,1.2857142857142856,2.0,0.6507143847967818,0.5846897504192562,0.5267218768722916,0.433,0.528,0.49843750048828106,0.46153847074293003,16.0,93.0,11.0,56.0,7.0,7.0,1.421768707482993,0.11538461538461539
321,1,6,2,0.5813952352624624,3.24,5.3999999999999995,0.47368421052631576,4.333333333333333,3.18,2.454545454545454,6.456521739130435,5.0,0.7605150214592276,0.821685606060606,0.48066914412198597,0.647,0.446,0.504672895740531,0.6874999522569566,24.0,155.0,22.0,133.0,7.0,6.0,0.2866666666666667,0.47530864197530864
322,1,5,4,0.5,1.91,0.0,1.1739130434782608,2.3333333333333335,3.84,3.3749999999999996,4.7368421052631575,6.333333333333333,0.6094666094666095,0.9422689639740434,0.39276447604745135,0.528,0.56,0.332173971417749,2.9629612071341e-07,25.0,179.0,26.0,159.0,7.0,7.0,1.3962264150943395,0.8427672955974842
323,0,4,5,0.6249995312517578,3.11,8.25,6.75,5.166666666666667,3.35,10.799999999999999,1.8837209302325582,3.0,0.8054721752260365,0.5919540229885057,0.5763969333444362,0.539,0.433,0.4814241543578469,0.4330708731684123,27.0,168.0,25.0,161.0,8.0,6.0,1.0994152046783627,0.8666666666666667
324,1,2,1,0.5999997600005761,4.12,4.12,2.6999999999999997,2.5,3.39,1.5,3.6610169491525424,4.333333333333333,0.6085150063544824,0.7364081126398236,0.45245337652423734,0.43700000000000006,0.514,0.5486018512378559,0.7330960024569386,21.0,122.0,28.0,188.33333333333334,21.0,7.0,0.49696969696969695,1.2098765432098764
325,0,1,3,0.5999997600005761,4.0,3.3749999999999996,5.120689655172414,4.5,3.56,3.951219512195122,4.764705882352941,3.1666666666666665,0.7705982905982907,0.6413243861072192,0.5457793853105012,0.446,0.40700000000000003,0.5291005214019784,0.4606741680390119,0.0,0.0,16.0,96.0,6.0,7.0,0.8121212121212122,0.8758169934640524
326,0,3,12,0.5263157479225032,4.35,1.3499999999999999,10.799999999999999,2.8333333333333335,4.0,4.0,3.4615384615384617,4.8,0.5719863467819168,0.7413403614457832,0.43552479607591127,0.496,0.5,0.5209580788124362,0.2523365411826014,5.0,20.333333333333332,0.0,0.0,7.0,21.0,1.0833333333333335,0.5220125786163522
327,0,1,6,0.2857146530605947,2.55,2.25,5.890909090909091,2.6666666666666665,4.82,2.769230769230769,0.0,4.666666666666667,0.6268615020951972,0.7470598408855067,0.4562571979086005,0.493,0.647,0.3459973280875636,0.44827588267934176,26.0,169.33333333333334,6.0,28.0,7.0,7.0,1.0654761904761905,0.5816993464052287
328,1,5,4,0.5555554814815803,4.0,2.6999999999999997,2.9347826086956523,3.1666666666666665,3.51,1.3846153846153846,4.05,6.666666666666667,0.6789415247964471,0.9480980188833706,0.4172864313186323,0.528,0.56,0.5326231604199306,0.6610168703118903,0.0,0.0,26.0,148.33333333333334,7.0,7.0,1.0864197530864197,1.0061728395061726
329,0,4,6,0.5,3.24,4.576271186440678,7.967213114754099,5.0,4.53,4.53,2.076923076923077,3.3333333333333335,0.80995670995671,0.6264671361502347,0.5638702755818822,0.539,0.433,0.41698843835561433,0.5025406214756205,9.0,50.0,17.0,57.666666666666664,7.0,21.0,0.5977011494252874,0.13725490196078433
330,1,6,5,0.5999997600005761,4.0,0.9152542372881356,2.6341463414634143,1.8333333333333333,3.23,3.23,3.4838709677419355,4.5,0.5316579299002981,0.7680183155021354,0.4090695138739532,0.43700000000000006,0.514,0.553250331051084,0.2207958169280517,0.0,0.0,14.0,61.333333333333336,7.0,21.0,1.0416666666666667,0.05454545454545454
331,0,0,3,0.5,2.52,2.52,4.909090909090908,3.6666666666666665,6.75,12.789473684210526,4.5,3.1666666666666665,0.6906824611032532,0.6016173550917631,0.5344599236552277,0.446,0.40700000000000003,0.2718447094186172,0.16460400421152313,28.0,207.0,4.0,20.0,21.0,6.0,0.4404761904761905,1.1987179487179487
332,1,5,1,0.4285715510201983,2.97,4.909090909090908,10.028571428571427,3.1666666666666665,4.0,8.181818181818182,2.5,6.0,0.5802511359749841,0.814326706292273,0.416076549037687,0.496,0.5,0.4261119293796472,0.37500001909721925,29.0,193.33333333333334,0.0,0.0,6.0,7.0,1.0701754385964914,0.2160493827160494
334,0,2,6,0.6666664444447407,3.19,2.8421052631578947,1.4727272727272727,3.3333333333333335,2.24,2.3684210526315788,4.285714285714286,6.166666666666667,0.729808789954338,0.9222000885347499,0.4417705010289136,0.528,0.56,0.587476947522303,0.545454528007353,26.0,163.33333333333334,22.0,160.33333333333334,7.0,7.0,1.187878787878788,1.2
335,0,9,14,0.3333339999973334,4.0,8.217391304347826,7.714285714285714,4.166666666666667,2.48,6.279069767441861,1.9636363636363638,3.0,0.7614832535885168,0.6230983302411874,0.5499735533693008,0.539,0.433,0.6172839144185449,0.5668549813601762,0.0,0.0,20.0,130.33333333333334,7.0,7.0,0.9830508474576272,1.1666666666666665
336,1,11,0,0.5999997600005761,4.49,4.7368421052631575,1.9636363636363634,2.3333333333333335,6.32,4.5,2.6557377049180326,5.0,0.5672972439000297,0.7817629179331307,0.4205129318541006,0.43700000000000006,0.514,0.4153561673716619,0.5128205100445619,20.0,114.0,12.0,62.666666666666664,7.0,7.0,0.7192982456140351,0.4702380952380953
337,1,2,0,0.400000239999424,0.94,2.2978723404255317,2.3478260869565215,2.6666666666666665,3.84,3.84,3.0,3.5,0.6594635977477032,0.5639817629179331,0.5390216996604661,0.446,0.40700000000000003,0.19665284658876714,0.37437608086747226,8.0,48.0,37.0,131.0,7.0,21.0,0.5730994152046783,0.0
338,0,2,3,0.4285715510201983,3.51,0.7105263157894737,8.735294117647058,3.0,4.22,3.9375,0.47368421052631576,5.166666666666667,0.55445638059261,0.7551873413942379,0.42336428700734696,0.496,0.5,0.4540750442237919,0.15286639140639352,15.0,77.0,27.0,134.0,8.0,7.0,0.22413793103448276,1.1393939393939394
339,1,2,1,0.3333336111106481,10.8,4.0212765957446805,4.408163265306122,2.6666666666666665,3.17,2.9076923076923076,0.0,4.0,0.5929412975253383,0.7385297453345705,0.4453279706720027,0.493,0.647,0.773085143438061,0.5803571196626038,1.0,3.3333333333333335,25.0,164.33333333333334,7.0,7.0,0.2471264367816092,1.2327044025157234
340,0,2,3,0.5555554320990398,4.79,3.91304347826087,3.789473684210526,5.166666666666667,3.63,3.63,3.5999999999999996,2.0,0.8646035598705502,0.5810510732790526,0.598070618005675,0.56,0.493,0.5688835940894076,0.5187618833186546,18.0,103.0,34.0,62.0,7.0,21.0,1.0178571428571428,0.11299435028248588
341,1,5,1,0.7499992500022501,2.91,4.05,0.6428571428571428,3.0,4.0,4.090909090909091,7.892307692307692,5.5,0.5200249337696743,0.8585807467386415,0.377210787045308,0.40700000000000003,0.539,0.42112882167038446,0.4974874378031979,28.0,194.33333333333334,0.0,0.0,7.0,7.0,1.3209876543209875,0.25555555555555554
342,1,6,2,0.4444445185184197,2.84,0.0,0.0,4.833333333333333,2.71,3.3157894736842106,1.5576923076923075,3.3333333333333335,0.7347107438016529,0.7161387631975867,0.5064003814711555,0.5,0.528,0.5117117074912766,3.0158711967761034e-07,23.0,133.0,13.0,66.0,6.0,7.0,1.2440476190476188,1.1666666666666665
343,1,2,1,0.400000239999424,3.27,0.47368421052631576,3.8571428571428563,4.333333333333333,3.72,3.0,6.352941176470589,3.1666666666666665,0.7132099022259205,0.5624690645108068,0.5590825911713192,0.514,0.496,0.4678111680082495,0.13636384572990698,27.0,178.33333333333334,27.0,159.33333333333334,7.0,7.0,1.0409356725146197,1.0847457627118644
344,0,3,8,0.5999997600005761,2.38,6.545454545454545,2.6999999999999997,4.833333333333333,4.0,1.7999999999999998,2.6999999999999997,2.0,0.7359363550717052,0.5560834538318529,0.5696014488324602,0.433,0.446,0.3730407921502219,0.7843136573540256,24.0,162.33333333333334,0.0,0.0,7.0,7.0,1.0062893081761006,0.08620689655172414
345,1,6,3,0.5,4.0,4.0,0.5192307692307692,2.7142857142857144,5.19,3.0,1.7608695652173914,4.166666666666667,0.6576852418860992,0.6927157001414428,0.4870296083314532,0.647,0.43700000000000006,0.4352557268213869,0.571428551020414,0.0,0.0,15.0,60.666666666666664,21.0,7.0,0.0,0.9022988505747126
346,1,4,2,0.45454553718993235,3.68,3.68,3.0,4.833333333333333,1.85,1.7999999999999998,3.0,2.5,0.8132478632478632,0.6350515463917525,0.5615191567676092,0.56,0.493,0.6654610613160719,0.6715327841121226,2.0,7.0,28.0,194.0,21.0,8.0,0.0,1.0444444444444445
347,0,3,10,0.9999980000080001,4.0,6.0,0.6,2.3333333333333335,4.64,4.64,7.171875,4.333333333333333,0.48846765641569456,0.7561046511627907,0.3924783264429904,0.40700000000000003,0.539,0.46296297153634913,0.563909762422977,0.0,0.0,15.0,83.0,7.0,21.0,0.10909090909090909,0.2896174863387978
348,0,5,7,0.5555554814815803,3.07,0.75,0.0,5.5,5.01,3.2727272727272725,2.3684210526315788,3.1666666666666665,0.7590530814215024,0.6654834761321909,0.5328421214580815,0.5,0.528,0.3799505247647216,0.1864408338599244,8.0,44.0,5.0,23.333333333333332,6.0,7.0,0.7836257309941521,0.3508771929824561
349,1,8,3,0.400000239999424,4.0,3.75,3.789473684210526,3.8333333333333335,4.0,1.7999999999999998,3.1764705882352944,3.1666666666666665,0.721256038647343,0.602181156051449,0.5449869790092287,0.514,0.496,0.5,0.6756756123691487,0.0,0.0,0.0,0.0,7.0,7.0,0.14942528735632185,0.08333333333333333
350,1,2,1,0.5,4.28,2.8421052631578947,4.82142857142857,5.0,2.12,1.7142857142857142,0.5192307692307692,3.0,0.7585173325390029,0.5507300801873246,0.57935369981713,0.433,0.446,0.6687499472656415,0.6237623219129081,18.0,80.0,23.0,140.0,7.0,7.0,0.5370370370370371,1.0564971751412429
351,1,4,1,0.5714284489798018,4.0,2.547169811320755,1.7608695652173914,2.857142857142857,2.89,2.6999999999999997,1.7608695652173916,3.8333333333333335,0.720404984423676,0.6708820882088209,0.5177975118108268,0.647,0.43700000000000006,0.5805515005656021,0.485436898754724,0.0,0.0,12.0,71.66666666666667,7.0,7.0,1.1454545454545455,0.9943502824858756
352,0,2,4,0.5555554320990398,4.0,3.0,2.8421052631578947,4.666666666666667,4.64,2.454545454545454,3.5999999999999996,2.1666666666666665,0.7826290870108987,0.598617601246106,0.5666106522930371,0.56,0.493,0.46296297153634913,0.5499999816666734,0.0,0.0,15.0,87.0,8.0,8.0,0.7068965517241379,1.0218579234972678
353,1,3,2,0.7499992500022501,3.44,4.655172413793103,2.8421052631578947,2.3333333333333335,4.78,4.78,6.749999999999999,5.666666666666667,0.4846225535880708,0.8084957467427587,0.3747704703151179,0.40700000000000003,0.539,0.4184915040166656,0.4933849878797993,16.0,86.0,27.0,69.66666666666667,7.0,21.0,0.9523809523809524,0.0
354,1,7,4,0.5,4.0,6.75,0.47368421052631576,5.166666666666667,3.21,3.0857142857142854,2.8421052631578947,4.166666666666667,0.7424639580602883,0.6966381491745993,0.5159216669391651,0.5,0.528,0.554785005607488,0.6862744719267595,0.0,0.0,11.0,56.0,6.0,7.0,0.5517241379310345,0.20114942528735635
355,1,7,2,0.5999997600005761,1.8,3.4615384615384617,3.436363636363636,4.833333333333333,2.4,2.8636363636363633,3.306122448979592,2.8333333333333335,0.7447526236881559,0.5915469428666889,0.5573246017045607,0.514,0.496,0.42857146258501777,0.54726366664742,1.0,5.0,28.0,199.0,7.0,7.0,1.0677966101694916,1.1311475409836065
356,0,3,8,0.6666663333339999,3.19,3.8571428571428568,5.3999999999999995,5.333333333333333,3.18,3.789473684210526,0.5510204081632653,2.3333333333333335,0.7833939118582463,0.48636363636363633,0.6169633824624863,0.433,0.446,0.5007849291099123,0.5044247776037455,16.0,93.0,22.0,133.0,7.0,7.0,1.4121212121212119,0.49444444444444446
357,1,4,2,0.6249998125002812,3.24,3.8571428571428563,2.025,3.4285714285714284,3.27,4.354838709677419,1.125,4.0,0.8195355065102964,0.6819160624038673,0.5458287989288773,0.647,0.43700000000000006,0.4976958532424414,0.4696969770771671,24.0,155.0,21.0,134.33333333333334,7.0,7.0,0.36309523809523814,1.2388888888888887
358,1,5,4,0.6666660000026666,3.51,3.0,1.3170731707317072,3.6666666666666665,4.35,3.7384615384615385,3.8571428571428568,2.6666666666666665,0.7239583333333333,0.5747939652370117,0.5574260266028097,0.56,0.496,0.446564899092901,0.44520549571526385,26.0,148.33333333333334,5.0,20.333333333333332,6.0,7.0,1.15819209039548,0.9731182795698925
359,0,0,6,0.5263157479225032,3.56,2.076923076923077,3.436363636363637,2.8333333333333335,2.55,3.789473684210526,2.6999999999999997,2.1666666666666665,0.5615366919714746,0.5783977398849762,0.492604378180751,0.40700000000000003,0.493,0.5826513641075732,0.3540373168430404,16.0,96.0,26.0,169.33333333333334,7.0,7.0,1.0818713450292399,0.8978494623655914
360,1,1,0,0.5714284489798018,4.0,5.785714285714286,0.8181818181818181,5.666666666666667,4.0,2.6999999999999997,0.6428571428571429,3.3333333333333335,0.7889075387586406,0.5800438596491229,0.5762860096247567,0.5,0.446,0.5,0.6818181389654218,0.0,0.0,0.0,0.0,6.0,7.0,0.37853107344632764,0.7377049180327869
