url,date,team,opponent,place,home,runs,opponent_runs,victory,hits,errors,game_info,batter1_name,batter1_url,batter1_at_bat,batter1_hit,batter1_two_hit,batter1_three_hit,batter1_homerun,batter1_strikeout,batter1_four_balls,batter1_dead_ball,batter1_rbi,batter1_steal,batter1_position,batter2_name,batter2_url,batter2_at_bat,batter2_hit,batter2_two_hit,batter2_three_hit,batter2_homerun,batter2_strikeout,batter2_four_balls,batter2_dead_ball,batter2_rbi,batter2_steal,batter2_position,batter3_name,batter3_url,batter3_at_bat,batter3_hit,batter3_two_hit,batter3_three_hit,batter3_homerun,batter3_strikeout,batter3_four_balls,batter3_dead_ball,batter3_rbi,batter3_steal,batter3_position,batter4_name,batter4_url,batter4_at_bat,batter4_hit,batter4_two_hit,batter4_three_hit,batter4_homerun,batter4_strikeout,batter4_four_balls,batter4_dead_ball,batter4_rbi,batter4_steal,batter4_position,batter5_name,batter5_url,batter5_at_bat,batter5_hit,batter5_two_hit,batter5_three_hit,batter5_homerun,batter5_strikeout,batter5_four_balls,batter5_dead_ball,batter5_rbi,batter5_steal,batter5_position,batter6_name,batter6_url,batter6_at_bat,batter6_hit,batter6_two_hit,batter6_three_hit,batter6_homerun,batter6_strikeout,batter6_four_balls,batter6_dead_ball,batter6_rbi,batter6_steal,batter6_position,batter7_name,batter7_url,batter7_at_bat,batter7_hit,batter7_two_hit,batter7_three_hit,batter7_homerun,batter7_steal,batter7_strikeout,batter7_four_balls,batter7_rbi,batter9_run,batter7_dead_ball,batter8_name,batter8_url,batter8_at_bat,batter8_hit,batter8_two_hit,batter8_three_hit,batter8_homerun,batter8_steal,batter8_strikeout,batter8_four_balls,batter8_rbi,batter8_dead_ball,batter9_name,batter9_url,batter9_at_bat,batter9_hit,batter9_two_hit,batter9_three_hit,batter9_homerun,batter9_strikeout,batter9_four_balls,batter9_dead_ball,batter9_rbi,batter9_steal,batter9_position,other_batters_at_bat,other_batters_hit,other_batters_steal,other_batters_strikeout,other_batters_two_hit,other_batters_three_hit,other_batters_homerun,other_batters_four_balls,other_batters_dead_ball,st_name,st_url,st_pitches,st_batters,st_times,st_hits,st_homerun,st_four_balls,st_dead_ball,st_strikeout,st_wild_pitches,st_boke,st_runs,st_responsible_runs,re_pitches,re_batters,re_times,re_times_decimal,re_hits,re_homerun,re_four_balls,re_dead_ball,re_strikeout,re_wild_pitches,re_boke,re_runs,re_responsible_runs
http://npb.jp/scores/2017/0428/db-c-04/box.html,2017年4月28日（金）,横浜DeNAベイスターズ,広島東洋カープ,横　浜,1,9,3,1,13,1,"            【試合終了】            ◇開始 18時00分      ◇試合時間 3時間1分      ◇入場者 28,523人    ",桑原,http://npb.jp/bis/players/51755135.html,3,1,0,0,0,0,2,0,0,0,中,石川,http://npb.jp/bis/players/91195110.html,4,1,0,0,0,0,1,0,0,0,二,梶谷,http://npb.jp/bis/players/61565114.html,5,2,0,0,1,3,0,0,2,1,右,筒香,http://npb.jp/bis/players/41945131.html,5,2,1,0,0,2,0,0,2,0,左,ロペス,http://npb.jp/bis/players/93195137.html,5,2,0,0,0,1,0,0,1,0,一,エリアン,http://npb.jp/bis/players/13015132.html,3,1,0,0,0,0,1,0,0,0,三,倉本,http://npb.jp/bis/players/91795130.html,4,2,0,0,0,0,0,0,0,0,遊,戸柱,http://npb.jp/bis/players/41245132.html,3,1,0,0,0,2,1,0,2,捕,ウィーランド,http://npb.jp/bis/players/23325134.html,3,1,0,0,0,1,0,0,2,0,投,1,0,0,0,0,0,0,0,0,ウィーランド,http://npb.jp/bis/players/23325134.html,99,25,5 +,9,1,0,0,5,0,0,3,3,51,11,1,0,0,0,0,0,7,0,0,0,0
http://npb.jp/scores/2017/0428/t-d-04/box.html,2017年4月28日（金）,中日ドラゴンズ,阪神タイガース,甲子園,0,0,6,0,8,0,"            【試合終了】            ◇開始 18時00分      ◇試合時間 2時間58分      ◇入場者 37,836人    ",亀澤,http://npb.jp/bis/players/71575135.html,4,1,0,0,0,0,0,0,0,0,二,工藤,http://npb.jp/bis/players/41545110.html,4,1,0,0,0,1,0,0,0,0,左,大島,http://npb.jp/bis/players/01305131.html,4,1,0,0,0,1,0,0,0,0,中,平田,http://npb.jp/bis/players/61265112.html,4,1,0,1,0,1,0,0,0,0,右,ビシエド,http://npb.jp/bis/players/13715132.html,3,1,0,0,0,1,1,0,0,0,一,堂上,http://npb.jp/bis/players/01205114.html,3,1,0,0,0,0,0,0,0,0,遊三,ゲレーロ,http://npb.jp/bis/players/43545134.html,1,0,0,0,0,0,0,0,0,0,三,杉山,http://npb.jp/bis/players/61765137.html,2,0,0,0,0,1,0,0,0,捕,大野,http://npb.jp/bis/players/11515133.html,2,0,0,0,0,2,0,0,0,0,投,4,2,0,0,0,0,0,0,0,大野,http://npb.jp/bis/players/11515133.html,133,32,7,9,1,2,1,5,0,0,6,6,10,3,1,0,0,0,0,0,1,0,0,0,0
http://npb.jp/scores/2017/0428/t-d-04/box.html,2017年4月28日（金）,阪神タイガース,中日ドラゴンズ,甲子園,1,6,0,1,9,0,"            【試合終了】            ◇開始 18時00分      ◇試合時間 2時間58分      ◇入場者 37,836人    ",中谷,http://npb.jp/bis/players/51255133.html,4,1,0,0,1,1,0,0,1,0,左,上本,http://npb.jp/bis/players/01305118.html,3,2,1,0,0,0,1,0,1,0,二,糸井,http://npb.jp/bis/players/91195119.html,3,2,1,0,0,0,0,1,2,0,中,福留,http://npb.jp/bis/players/61963888.html,4,1,0,0,0,0,0,0,0,0,右,キャンベル,http://npb.jp/bis/players/73575134.html,4,2,1,0,0,1,0,0,1,0,一,北條,http://npb.jp/bis/players/11215137.html,3,0,0,0,0,2,0,0,1,0,遊,鳥谷,http://npb.jp/bis/players/21925119.html,3,0,0,0,0,0,1,0,0,0,三,梅野,http://npb.jp/bis/players/21325139.html,4,1,0,0,0,1,0,0,0,捕,メッセンジャー,http://npb.jp/bis/players/93195131.html,2,0,0,0,0,1,0,0,0,0,投,0,0,0,0,0,0,0,0,0,メッセンジャー,http://npb.jp/bis/players/93195131.html,116,25,7,6,0,1,0,6,0,0,0,0,19,7,0.2,0,2,0,0,0,1,0,0,0,0
http://npb.jp/scores/2017/0428/l-m-04/box.html,2017年4月28日（金）,千葉ロッテマリーンズ,埼玉西武ライオンズ,メットライフ,0,2,2,0,4,5,"            【試合終了】            ◇開始 18時00分      ◇試合時間 3時間59分      ◇入場者 13,443人    ",伊志嶺,http://npb.jp/bis/players/61165133.html,5,1,0,0,0,1,0,0,0,0,指,荻野,http://npb.jp/bis/players/71575131.html,5,1,1,0,0,0,0,0,1,0,右,清田,http://npb.jp/bis/players/91795131.html,5,0,0,0,0,2,0,0,0,0,中,鈴木,http://npb.jp/bis/players/81985135.html,5,0,0,0,0,2,0,0,0,0,二,井上,http://npb.jp/bis/players/11315139.html,5,0,0,0,0,0,0,0,0,0,一,細谷,http://npb.jp/bis/players/21425112.html,4,0,0,0,0,2,0,0,0,0,左,ダフィー,http://npb.jp/bis/players/73775134.html,2,0,0,0,0,2,1,0,0,0,三,田村,http://npb.jp/bis/players/41945137.html,2,0,0,0,0,0,1,0,0,捕,平沢,http://npb.jp/bis/players/91695132.html,4,1,0,0,0,3,0,0,0,0,遊,3,1,0,0,0,0,0,0,0,涌井,http://npb.jp/bis/players/31635110.html,97,31,7,5,0,2,1,4,0,0,2,1,82,20,1,0,2,0,3,0,3,0,0,0,0
http://npb.jp/scores/2017/0428/l-m-04/box.html,2017年4月28日（金）,埼玉西武ライオンズ,千葉ロッテマリーンズ,メットライフ,1,2,2,0,7,2,"            【試合終了】            ◇開始 18時00分      ◇試合時間 3時間59分      ◇入場者 13,443人    ",秋山,http://npb.jp/bis/players/31135133.html,5,1,1,0,0,0,1,0,0,1,中,源田,http://npb.jp/bis/players/71775134.html,6,3,0,0,0,0,0,0,0,0,遊,浅村,http://npb.jp/bis/players/51155118.html,6,0,0,0,0,1,0,0,0,0,二一,中村,http://npb.jp/bis/players/81085115.html,4,0,0,0,0,2,2,0,0,0,三,メヒア,http://npb.jp/bis/players/83385139.html,4,0,0,0,0,2,0,0,0,0,一,渡辺,http://npb.jp/bis/players/81885114.html,3,2,0,0,0,1,1,0,0,0,指,外崎,http://npb.jp/bis/players/41245130.html,4,0,0,0,0,0,1,0,1,0,左,木村文,http://npb.jp/bis/players/41745114.html,4,1,0,0,0,0,0,0,0,右,炭谷,http://npb.jp/bis/players/91995112.html,4,0,0,0,0,0,0,1,0,0,捕,4,0,0,2,0,0,0,0,0,菊池,http://npb.jp/bis/players/51755131.html,120,27,7,3,0,2,0,10,0,0,2,0,57,16,1,0,1,0,0,0,2,0,0,0,0
http://npb.jp/scores/2017/0428/bs-h-03/box.html,2017年4月28日（金）,福岡ソフトバンクホークス,オリックス・バファローズ,京セラD大阪,0,3,1,1,11,0,"            【試合終了】            ◇開始 18時02分      ◇試合時間 3時間3分      ◇入場者 22,293人    ",川﨑,http://npb.jp/bis/players/41345111.html,4,1,0,0,0,2,0,0,0,0,二,今宮,http://npb.jp/bis/players/31335131.html,4,1,1,0,0,0,0,0,0,1,遊,柳田,http://npb.jp/bis/players/31835133.html,1,0,0,0,0,1,0,1,0,0,中,内川,http://npb.jp/bis/players/21325113.html,4,2,0,0,0,0,1,0,0,0,一,デスパイネ,http://npb.jp/bis/players/03505139.html,5,2,0,0,1,0,0,0,1,0,指,中村晃,http://npb.jp/bis/players/11215116.html,4,2,1,0,0,0,1,0,0,0,左,松田,http://npb.jp/bis/players/51655112.html,4,1,0,0,0,0,0,0,0,0,三,上林,http://npb.jp/bis/players/91395139.html,3,1,0,0,0,0,1,0,0,右,髙谷,http://npb.jp/bis/players/41045114.html,4,0,0,0,0,1,0,0,0,0,捕,3,1,2,0,0,0,1,1,0,中田,http://npb.jp/bis/players/51055110.html,93,24,6,4,0,2,0,5,1,0,1,1,29,9,1,0,0,0,0,0,2,0,0,0,0
http://npb.jp/scores/2017/0428/bs-h-03/box.html,2017年4月28日（金）,オリックス・バファローズ,福岡ソフトバンクホークス,京セラD大阪,1,1,3,0,4,1,"            【試合終了】            ◇開始 18時02分      ◇試合時間 3時間3分      ◇入場者 22,293人    ",宮﨑,http://npb.jp/bis/players/41645133.html,4,1,0,0,0,0,0,0,0,0,中,西野,http://npb.jp/bis/players/91495130.html,2,0,0,0,0,2,0,0,0,0,二,安達,http://npb.jp/bis/players/31135135.html,4,1,0,0,0,0,0,0,0,0,遊,小谷野,http://npb.jp/bis/players/71975117.html,4,2,0,0,0,1,0,0,0,0,三,T-岡田,http://npb.jp/bis/players/61365112.html,2,0,0,0,0,1,2,0,0,0,左,中島,http://npb.jp/bis/players/01005113.html,4,0,0,0,0,2,0,0,0,0,指,モレル,http://npb.jp/bis/players/13915132.html,3,0,0,0,0,1,0,0,0,0,一,駿太,http://npb.jp/bis/players/81785133.html,3,0,0,0,0,0,0,0,0,右,若月,http://npb.jp/bis/players/41645139.html,2,0,0,0,0,0,0,0,0,0,捕,2,0,0,0,0,0,0,0,0,西,http://npb.jp/bis/players/71275118.html,101,34,7,10,2,3,1,4,0,0,3,3,32,8,1,0,1,0,1,0,0,0,0,0,0
http://npb.jp/scores/2017/0429/s-g-04/box.html,2017年4月29日（土）,読売ジャイアンツ,東京ヤクルトスワローズ,神　宮,0,1,2,0,8,0,"            【試合終了】            ◇開始 18時00分      ◇試合時間 3時間12分      ◇入場者 30,725人    ",立岡,http://npb.jp/bis/players/81985118.html,4,2,1,0,0,1,0,0,0,0,中,中井,http://npb.jp/bis/players/21025116.html,4,0,0,0,0,0,0,0,0,0,二一,坂本勇,http://npb.jp/bis/players/51955114.html,4,1,0,0,0,0,0,0,0,0,遊,阿部,http://npb.jp/bis/players/21125113.html,4,1,0,0,0,1,0,0,1,0,一,マギー,http://npb.jp/bis/players/21825137.html,4,0,0,0,0,2,0,0,0,0,三,長野,http://npb.jp/bis/players/91995131.html,4,1,0,0,0,1,0,0,0,0,右,石川,http://npb.jp/bis/players/01105135.html,4,1,0,0,0,1,0,0,0,0,左,小林,http://npb.jp/bis/players/91795139.html,3,1,0,0,0,1,0,0,0,捕,田口,http://npb.jp/bis/players/41945139.html,1,1,0,0,0,0,0,0,0,0,投,2,0,0,0,0,0,0,1,0,田口,http://npb.jp/bis/players/41945139.html,122,29,6,4,0,7,1,2,1,0,0,0,31,10,1,0,3,1,2,0,0,0,0,2,2
http://npb.jp/scores/2017/0429/s-g-04/box.html,2017年4月29日（土）,東京ヤクルトスワローズ,読売ジャイアンツ,神　宮,1,2,1,1,7,1,"            【試合終了】            ◇開始 18時00分      ◇試合時間 3時間12分      ◇入場者 30,725人    ",坂口,http://npb.jp/bis/players/21925117.html,3,2,0,0,0,1,1,1,0,0,中左,大引,http://npb.jp/bis/players/91595114.html,3,1,0,0,0,0,0,0,0,0,遊,山田,http://npb.jp/bis/players/91895133.html,3,0,0,0,0,0,2,0,0,0,二,バレンティン,http://npb.jp/bis/players/13315133.html,1,0,0,0,0,0,3,0,0,0,左,雄平,http://npb.jp/bis/players/01005117.html,3,1,0,0,1,0,1,0,2,0,右,鵜久森,http://npb.jp/bis/players/61165110.html,3,1,0,0,0,0,1,0,0,0,一,中村,http://npb.jp/bis/players/51255118.html,3,1,0,0,0,0,1,0,0,0,捕,西浦,http://npb.jp/bis/players/91095139.html,4,1,0,0,0,0,0,0,0,三,小川,http://npb.jp/bis/players/11515137.html,2,0,0,0,0,1,0,0,0,0,投,1,0,0,0,0,0,0,0,0,小川,http://npb.jp/bis/players/11515137.html,121,31,7.2,8,0,0,0,6,0,0,1,1,21,5,1,0,0,0,1,0,1,1,0,0,0
http://npb.jp/scores/2017/0429/db-c-05/box.html,2017年4月29日（土）,広島東洋カープ,横浜DeNAベイスターズ,横　浜,0,6,1,1,11,0,"            【試合終了】            ◇開始 14時00分      ◇試合時間 2時間57分      ◇入場者 28,928人    ",田中,http://npb.jp/bis/players/61965139.html,5,2,0,0,0,2,0,0,0,0,遊,菊池,http://npb.jp/bis/players/61565135.html,5,2,0,0,1,1,0,0,2,0,二,丸,http://npb.jp/bis/players/21425116.html,4,0,0,0,0,0,1,0,0,0,中,鈴木,http://npb.jp/bis/players/81785137.html,4,2,0,0,2,0,0,0,3,0,右,エルドレッド,http://npb.jp/bis/players/13515135.html,4,0,0,0,0,3,0,0,0,0,左,新井,http://npb.jp/bis/players/01103888.html,4,2,0,0,1,0,0,0,1,0,一,小窪,http://npb.jp/bis/players/51755116.html,2,0,0,0,0,0,1,0,0,0,三,石原,http://npb.jp/bis/players/51355115.html,4,2,0,0,0,0,0,0,0,捕,岡田,http://npb.jp/bis/players/91595132.html,3,0,0,0,0,1,0,0,0,0,投,2,1,0,1,0,0,0,0,0,岡田,http://npb.jp/bis/players/91595132.html,122,30,8,6,0,1,0,6,1,0,1,1,6,3,1,0,1,0,0,0,0,0,0,0,0
http://npb.jp/scores/2017/0429/db-c-05/box.html,2017年4月29日（土）,横浜DeNAベイスターズ,広島東洋カープ,横　浜,1,1,6,0,7,2,"            【試合終了】            ◇開始 14時00分      ◇試合時間 2時間57分      ◇入場者 28,928人    ",桑原,http://npb.jp/bis/players/51755135.html,4,0,0,0,0,1,0,0,0,0,中,石川,http://npb.jp/bis/players/91195110.html,4,2,1,0,0,1,0,0,1,0,二,梶谷,http://npb.jp/bis/players/61565114.html,4,1,0,0,0,1,0,0,0,0,右,筒香,http://npb.jp/bis/players/41945131.html,3,0,0,0,0,0,1,0,0,0,左,ロペス,http://npb.jp/bis/players/93195137.html,4,2,0,0,0,0,0,0,0,0,一,エリアン,http://npb.jp/bis/players/13015132.html,4,1,0,0,0,1,0,0,0,0,三,倉本,http://npb.jp/bis/players/91795130.html,3,0,0,0,0,0,0,0,0,0,遊,戸柱,http://npb.jp/bis/players/41245132.html,2,0,0,0,0,0,0,0,0,捕,今永,http://npb.jp/bis/players/01305132.html,2,0,0,0,0,2,0,0,0,0,投,2,1,0,0,1,0,0,0,0,今永,http://npb.jp/bis/players/01305132.html,108,28,6.2,8,3,1,0,6,0,0,4,4,46,11,1,0,3,1,1,0,2,0,0,2,2
http://npb.jp/scores/2017/0429/t-d-05/box.html,2017年4月29日（土）,中日ドラゴンズ,阪神タイガース,甲子園,0,6,3,1,10,1,"            【試合終了】            ◇開始 14時00分      ◇試合時間 3時間40分      ◇入場者 45,500人    ",亀澤,http://npb.jp/bis/players/71575135.html,4,1,0,0,0,1,1,0,0,0,二三,京田,http://npb.jp/bis/players/81585134.html,2,1,0,0,0,0,1,0,0,0,遊,大島,http://npb.jp/bis/players/01305131.html,4,2,0,0,0,0,1,0,1,1,中,平田,http://npb.jp/bis/players/61265112.html,4,1,0,0,0,1,1,0,1,0,右,ビシエド,http://npb.jp/bis/players/13715132.html,5,1,0,0,0,0,0,0,0,0,一,藤井,http://npb.jp/bis/players/51455112.html,5,3,0,0,0,1,0,0,2,0,左,堂上,http://npb.jp/bis/players/01205114.html,5,1,0,0,0,3,0,0,1,0,三遊,松井雅,http://npb.jp/bis/players/51455131.html,2,0,0,0,0,0,2,0,1,捕,バルデス,http://npb.jp/bis/players/83385130.html,1,0,0,0,0,0,0,0,0,0,投,3,0,0,3,0,0,0,0,0,バルデス,http://npb.jp/bis/players/83385130.html,122,31,7,6,1,2,1,5,0,0,3,3,29,8,1,0,2,0,1,0,1,0,0,0,0
http://npb.jp/scores/2017/0429/t-d-05/box.html,2017年4月29日（土）,阪神タイガース,中日ドラゴンズ,甲子園,1,3,6,0,8,3,"            【試合終了】            ◇開始 14時00分      ◇試合時間 3時間40分      ◇入場者 45,500人    ",中谷,http://npb.jp/bis/players/51255133.html,5,1,0,0,0,0,0,0,0,0,左,上本,http://npb.jp/bis/players/01305118.html,5,3,1,0,0,0,0,0,0,0,二,糸井,http://npb.jp/bis/players/91195119.html,5,1,0,0,1,1,0,0,2,0,中,福留,http://npb.jp/bis/players/61963888.html,3,1,0,0,0,1,1,0,0,0,右,キャンベル,http://npb.jp/bis/players/73575134.html,3,0,0,0,0,1,1,0,0,0,一,北條,http://npb.jp/bis/players/11215137.html,4,1,0,0,0,1,0,0,1,0,遊,鳥谷,http://npb.jp/bis/players/21925119.html,4,1,1,0,0,0,0,0,0,0,三,梅野,http://npb.jp/bis/players/21325139.html,2,0,0,0,0,1,0,1,0,捕,青柳,http://npb.jp/bis/players/71175132.html,2,0,0,0,0,1,0,0,0,0,投,2,0,0,0,0,0,0,1,0,青柳,http://npb.jp/bis/players/71175132.html,98,27,5 +,6,0,5,0,2,0,0,3,2,68,18,0.1,0,4,0,1,0,7,0,0,3,3
http://npb.jp/scores/2017/0429/f-e-04/box.html,2017年4月29日（土）,東北楽天ゴールデンイーグルス,北海道日本ハムファイターズ,札幌ドーム,0,2,3,0,8,0,"            【試合終了】            ◇開始 14時00分      ◇試合時間 3時間16分      ◇入場者 41,138人    ",茂木,http://npb.jp/bis/players/61865132.html,5,1,0,0,0,0,0,0,1,0,遊,ペゲーロ,http://npb.jp/bis/players/83085132.html,4,0,0,0,0,2,1,0,0,0,右,ウィーラー,http://npb.jp/bis/players/03105130.html,3,0,0,0,0,0,1,0,0,0,三,アマダー,http://npb.jp/bis/players/23325132.html,4,1,0,0,0,1,0,0,0,0,指,銀次,http://npb.jp/bis/players/71375112.html,3,2,1,0,0,0,1,0,0,0,一,島内,http://npb.jp/bis/players/71975135.html,4,1,0,0,0,0,0,0,0,0,中,岡島,http://npb.jp/bis/players/21325135.html,3,1,0,0,0,1,1,0,0,0,左,藤田,http://npb.jp/bis/players/21225110.html,3,2,0,0,0,0,0,0,1,二,足立,http://npb.jp/bis/players/41145132.html,4,0,0,0,0,1,0,0,0,0,捕,0,0,0,0,0,0,0,0,0,美馬,http://npb.jp/bis/players/01605133.html,88,25,7,5,1,0,1,2,0,0,2,2,40,8,0.2,0,2,0,1,0,2,0,0,1,1
http://npb.jp/scores/2017/0429/f-e-04/box.html,2017年4月29日（土）,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,札幌ドーム,1,3,2,1,7,0,"            【試合終了】            ◇開始 14時00分      ◇試合時間 3時間16分      ◇入場者 41,138人    ",西川,http://npb.jp/bis/players/21225133.html,3,1,0,0,0,1,0,0,1,0,左,松本,http://npb.jp/bis/players/21625135.html,3,0,0,0,0,0,0,0,0,0,右,近藤,http://npb.jp/bis/players/41745135.html,3,0,0,0,0,1,1,0,0,1,指,中田,http://npb.jp/bis/players/61065116.html,3,0,0,0,0,1,0,1,0,0,一,レアード,http://npb.jp/bis/players/23525130.html,4,1,0,0,0,1,0,0,0,0,三,田中賢介,http://npb.jp/bis/players/11915111.html,4,3,0,0,0,0,0,0,1,0,二,大田,http://npb.jp/bis/players/41345118.html,3,1,0,0,1,0,0,0,1,0,中,市川,http://npb.jp/bis/players/81185131.html,3,1,1,0,0,0,0,0,0,捕,中島卓也,http://npb.jp/bis/players/11215118.html,2,0,0,0,0,0,0,0,0,0,遊,0,0,0,0,0,0,0,0,0,有原,http://npb.jp/bis/players/51155130.html,105,27,6.2,5,0,3,0,1,0,0,2,2,47,11,1,0,3,0,1,0,4,0,0,0,0
http://npb.jp/scores/2017/0429/l-m-05/box.html,2017年4月29日（土）,千葉ロッテマリーンズ,埼玉西武ライオンズ,メットライフ,0,6,3,1,8,0,"            【試合終了】            ◇開始 14時00分      ◇試合時間 2時間49分      ◇入場者 27,839人    ",伊志嶺,http://npb.jp/bis/players/61165133.html,5,1,0,0,0,1,0,0,0,0,左,荻野,http://npb.jp/bis/players/71575131.html,4,1,0,0,0,1,1,0,0,1,右,清田,http://npb.jp/bis/players/91795131.html,3,0,0,0,0,1,0,0,0,0,中,鈴木,http://npb.jp/bis/players/81985135.html,3,2,0,0,1,0,1,0,1,0,二,井上,http://npb.jp/bis/players/11315139.html,4,1,0,0,0,1,0,0,0,0,一,福浦,http://npb.jp/bis/players/21923889.html,4,1,1,0,0,2,0,0,3,0,指,大嶺翔,http://npb.jp/bis/players/81385131.html,3,0,0,0,0,1,1,0,0,0,三,田村,http://npb.jp/bis/players/41945137.html,3,1,1,0,0,0,0,0,0,捕,三木,http://npb.jp/bis/players/51455139.html,3,1,0,0,1,0,0,0,2,0,遊,0,0,0,0,0,0,0,0,0,二木,http://npb.jp/bis/players/21225139.html,105,30,7.2,6,0,1,1,4,1,0,3,3,24,6,1,0,2,0,1,0,1,0,0,0,0
http://npb.jp/scores/2017/0429/l-m-05/box.html,2017年4月29日（土）,埼玉西武ライオンズ,千葉ロッテマリーンズ,メットライフ,1,3,6,0,8,0,"            【試合終了】            ◇開始 14時00分      ◇試合時間 2時間49分      ◇入場者 27,839人    ",秋山,http://npb.jp/bis/players/31135133.html,3,0,0,0,0,0,1,0,0,0,中,源田,http://npb.jp/bis/players/71775134.html,3,0,0,0,0,1,0,1,0,1,遊,浅村,http://npb.jp/bis/players/51155118.html,4,2,0,0,0,0,0,0,1,0,一,中村,http://npb.jp/bis/players/81085115.html,3,0,0,0,0,1,1,0,0,0,三,メヒア,http://npb.jp/bis/players/83385139.html,4,2,0,0,0,0,0,0,2,0,指,田代,http://npb.jp/bis/players/41045135.html,3,0,0,0,0,2,0,0,0,0,左,木村文,http://npb.jp/bis/players/41745114.html,4,0,0,0,0,0,0,0,0,0,右,炭谷,http://npb.jp/bis/players/91995112.html,2,1,0,0,0,0,0,0,0,捕,水口,http://npb.jp/bis/players/61265137.html,4,1,0,0,0,1,0,0,0,1,二,3,2,0,0,0,0,0,0,0,野上,http://npb.jp/bis/players/81285118.html,100,25,6,5,1,2,0,5,0,0,4,4,43,13,1,0,3,1,1,0,2,0,0,2,2
http://npb.jp/scores/2017/0429/bs-h-04/box.html,2017年4月29日（土）,福岡ソフトバンクホークス,オリックス・バファローズ,京セラD大阪,0,4,6,0,9,0,"            【試合終了】            ◇開始 18時02分      ◇試合時間 3時間46分      ◇入場者 32,657人    ",川﨑,http://npb.jp/bis/players/41345111.html,4,0,0,0,0,2,0,0,1,0,二,今宮,http://npb.jp/bis/players/31335131.html,4,3,1,0,0,0,0,0,1,1,遊,明石,http://npb.jp/bis/players/51155119.html,3,0,0,0,0,1,2,0,0,1,右,内川,http://npb.jp/bis/players/21325113.html,4,2,0,0,0,0,1,0,0,0,一,デスパイネ,http://npb.jp/bis/players/03505139.html,4,1,1,0,0,1,1,0,2,0,指,中村晃,http://npb.jp/bis/players/11215116.html,5,1,1,0,0,1,0,0,0,0,左,松田,http://npb.jp/bis/players/51655112.html,3,1,1,0,0,0,1,0,0,0,三,上林,http://npb.jp/bis/players/91395139.html,4,1,0,0,0,1,0,0,0,中,甲斐,http://npb.jp/bis/players/91595133.html,2,0,0,0,0,2,1,1,0,0,捕,1,0,0,0,0,0,0,0,0,攝津,http://npb.jp/bis/players/91995118.html,77,18,3,6,0,4,0,1,0,0,6,6,78,17,1,0,3,0,1,0,4,0,0,0,0
http://npb.jp/scores/2017/0429/bs-h-04/box.html,2017年4月29日（土）,オリックス・バファローズ,福岡ソフトバンクホークス,京セラD大阪,1,6,4,1,9,0,"            【試合終了】            ◇開始 18時02分      ◇試合時間 3時間46分      ◇入場者 32,657人    ",宮﨑,http://npb.jp/bis/players/41645133.html,3,0,0,0,0,0,0,0,1,0,中,大城,http://npb.jp/bis/players/11515132.html,3,2,0,0,0,1,1,0,1,1,二,安達,http://npb.jp/bis/players/31135135.html,4,1,0,0,0,1,0,0,0,0,遊,小谷野,http://npb.jp/bis/players/71975117.html,4,2,0,0,0,0,0,0,1,0,三,T-岡田,http://npb.jp/bis/players/61365112.html,1,0,0,0,0,0,3,0,0,0,左一,中島,http://npb.jp/bis/players/01005113.html,4,2,0,0,0,0,0,0,0,0,指,モレル,http://npb.jp/bis/players/13915132.html,3,1,1,0,0,1,1,0,3,0,一,駿太,http://npb.jp/bis/players/81785133.html,4,1,0,0,0,0,0,0,0,右中,若月,http://npb.jp/bis/players/41645139.html,2,0,0,0,0,2,0,0,0,0,捕,0,0,0,0,0,0,0,0,0,岸田,http://npb.jp/bis/players/51755112.html,66,16,3,3,0,3,1,1,0,0,1,1,117,26,0.1,0,6,0,3,0,7,0,0,3,3
http://npb.jp/scores/2017/0430/s-g-05/box.html,2017年4月30日（日）,読売ジャイアンツ,東京ヤクルトスワローズ,神　宮,0,2,3,0,8,0,"            【試合終了】            ◇開始 18時00分      ◇試合時間 2時間50分      ◇入場者 28,216人    ",立岡,http://npb.jp/bis/players/81985118.html,4,2,0,0,0,0,0,0,0,1,中,橋本到,http://npb.jp/bis/players/51455118.html,4,1,0,0,0,2,0,0,0,0,右,坂本勇,http://npb.jp/bis/players/51955114.html,3,0,0,0,0,0,1,0,0,0,遊,阿部,http://npb.jp/bis/players/21125113.html,4,0,0,0,0,1,0,0,0,0,一,マギー,http://npb.jp/bis/players/21825137.html,3,1,1,0,0,0,1,0,0,0,三,石川,http://npb.jp/bis/players/01105135.html,4,0,0,0,0,0,0,0,0,0,左,中井,http://npb.jp/bis/players/21025116.html,4,1,1,0,0,1,0,0,0,0,二,小林,http://npb.jp/bis/players/91795139.html,3,1,0,0,0,0,0,0,1,捕,内海,http://npb.jp/bis/players/81185119.html,2,0,0,0,0,2,0,0,0,0,投,3,2,0,1,1,0,0,0,0,内海,http://npb.jp/bis/players/81185119.html,98,24,6,2,0,4,0,4,0,0,2,2,29,9,1.2,0,3,0,1,0,1,0,0,1,1
